,id,이름,로스터리ID,커피 소개,타입,로스팅 포인트,지속가능성,컵 노트,바디감,신맛,단맛,쓴맛,카페인,나라,식품의 유형,제조원 및 소재지,유통기한,제조일자,내용량,보관 방법,원재료 및 함량,제품문의 관련 주소 및 전화번호
457,4682,포세이돈 블렌딩,18,"라 메르 판지를 대표하는 하우스 블렌드로 갓 구워 낸 견과류의 고소한 맛과 다크한 초콜릿의 여운을 가지며 풍부하고 밀도 높은 바디감은 물론, 깊은 단맛이 오랫동안 여운으로 남는 커피로, 남녀노소 누구나 즐길 수 있는 블렌드 입니다.   ※에스프레소로 드시는 것을 권장하나, 브루잉 기구로도 좋은 맛을 낼 수 있습니다.",블렌드,미디엄다크,,"['다크초콜릿', '구운사과', '카라멜']",4,1,3,4,1,"브라질, 과테말라, 에티오피아",커피,라메르판지 비앤알 / 울산광역시 북구 판지1길 30(지상 2~3층 구유동),제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라메르판지비앤알 0522928787
458,4570,에티오피아 시다모 G1 봄베 와인 내추럴,93,"진한 체리향과 청사과, 마스코바도의 깔끔한 단맛",싱글오리진,라이트,,,2,4,4,1,1,시다모,커피,경기도 고양시 덕양구 행당로 1 4층 401호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,컨트리사이드 010-6639-4576
459,134,상큼한초밥 블렌딩,68,"상큼한 초밥은 상큼함과 고소함이 공존하는 초밥을 모티브로 제작되었습니다. 커피에서 가장 호불호 강한 신맛을 모든 사람이 좋아할만한 대중적인 맛으로 어떻게 변화시킬까? 라는 의문에 평소 즐겨먹던 초밥을 떠올렸습니다. 초밥은 고소한 흰쌀밥에 새초롬한 식초를 더해 감칠맛을 더해주는데, 즉 고소함에 상큼함을 더하면 굉장히 땡기는 신맛이 된다는 걸 깨닫고 커피에 그대로 적용하였습니다. 에티오피아의 감귤류 산미와 은은한 허브향은 브라질의 고소한 쌉싸름함과 만나 조화를 이루며 누구나 부담없이 마실 수 있는 대중적이고 개성있는 신맛의 커피가 되었습니다. 커피의 신맛은 잘 사용하면 감칠맛을 더해 커피를 더 맛있게 만드는 중요한 존재이기에 신맛에 대한 끊임없는 연구로 모두가 즐길 수 있는 완성된 신맛이 바로 상큼한 초밥 블렌딩입니다.",블렌드,미디엄다크,,"['쌀밥', ' 땅콩', ' 아몬드', ' 허브', ' 감귤']",3,3,3,2,1,"브라질, 에티오피아",원두,"원더월 커피로스터스, 서울시 동대문구 답십리로 80 1층",제조일로 2개월,제품 표시,1kg,실온 보관,아라비카 생두 100%,코케 고객센터 070-4647-1868
460,3355,그레이무드 블랜드,99,산미를 최대한 억제하고 탄맛이 나지 않는 원두 입니다. 두툼한 바디와 갈색설탕의 단맛은 우유와의 궁합이 아주 좋습니다.,블렌드,미디엄다크,,,4,1,5,1,1,"과테말라, 브라질",커피,경북 구미시 산동읍 첨단기업1로 42,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,퍼블릭 커피 로스터즈 010-9328-0036
461,3585,윈터 블렌드,85,"이름에 걸맞게 추운 겨울 떠오르는 묵직한맛의 정석의 CUSP 블렌드 커피입니다. 와인을 숙성한듯 깊은 향이 느껴지는 오크의 숙성향과 , 군밤의 고소하고 묵직한 맛과 함께 중후한 시가의 향이 입안 가득퍼지며, 추운 겨울 벽난로가 생각나는 커피라고 표현하고 싶습니다. 묵직하고 다크한 맛의 커피를 추구하는 카페의 메인 블렌드로 세팅하길 추천드리는 커피입니다.",블렌드,미디엄다크,,,4,1,3,4,1,"인도, 브라질, 과테말라",커피,"서울시 강서구 공항대로 164, 411",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커스프 커피 010-3267-0430
462,1708,브라우니 블렌드,84,"흑설탕과 같은 단맛, 호두 정과 같은 견과류의 고소함과 구수한 씨리얼의 향이 더해져 긴 여운이 인상적인 블렌드입니다 * 이일용 로스터의 한마디 * 산미가 없고 고소한 원두를 찾지만 향이 단조로운게 아니라 복합적이고 풍성한 향미를 찾으시는 분들께 강력 추천합니다. 저희도 매장 네 곳에서 사용하고 있고 반응이 좋습니다. 제가 자신있게 추천드립니다.",블렌드,미디엄다크,,"['비터스윗', ' 브라운 슈가', ' 엿기름', ' 카카오', ' 팝콘', ' 보리', ' 긴여운']",4,1,4,2,1,"브라질, 과테말라,  엘 살바도르",원두커피,"커넥츠커피, 서울특별시 마포구 성지길 60, 1층(국제빌딩)",제조일로부터 12개월,주문일로부터 3일 이내,1kg,"직사광선을 피해 온도, 습도가 낮으며 통풍이 잘 되는 곳에 보관하십시오.","커피원두100%(브라질 40%, 과테말라 30%, 엘 살바도르 30%)",코케 고객센터 070-4647-1868
463,3009,덕분에블렌드,80,"은은한 다크초콜릿 같은 단맛이 에티오피아 커피의 다채로움과 함께 어울리는 커피입니다. 산뜻한 느낌은 오렌지 같은 밸런스있는 강하지 않은 느낌을 주며 아몬드,너트류의 마무리가 특징인 커피입니다.",블렌드,미디엄,공정무역,,4,3,4,1,1,"인도, 에티오피아, 에티오피아",커피,경기도 성남시 중원구 둔촌대로 531 쌍용IT트윈타워 B동 901-2호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,챁챁커피 031-736-0090
464,4601,디카페인 브라질,78,"브라질 디카페인의 경우 미디움다크 로스팅으로 너트,피넛,브라운슈가,스위티,카라멜 등의 맛을 구현하였습니다. 디카페인은 쓰다는 편견을 없애고, 커피 본연의 고소함에 충실한 원두입니다.",디카페인,미디엄다크,공정무역,,4,2,3,2,0,"산토스,  상파울루",커피,경기 고양시 일산동구 일산로372번길 30-5 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900
465,1023,블랙 앤 모어,98,묵직한 바디감과 긴 여운을 가지고 있어 클래식한 커피를 좋아하는 분들께 추천 드립니다.,블렌드,다크,,"['호두', ' 다크초콜릿', ' 카카오', ' 버터']",5,1,4,2,1,"과테말라, 브라질, 콜롬비아",커피,"서울시 강남구 봉은사로 68길 41, 1층",제조일로부터 1년,주문일로부터 3일이내,200g / 1kg,직사광선을 피하고 밀봉하여 실온보관,"커피원두 100%(브라질, 콜롬비아, 과테말라)",코케 고객센터 070-4647-1868
466,3705,G'day Blend (좋은 하루의 시작),71,"편하게 데일리커피로써는 추천! 초콜릿, 구수함, 달고나의 단맛. 하루의 첫커피로써 제격입니다.",블렌드,미디엄다크,,,4,1,4,4,1,"브라질, 엘살바도르, 인도",커피,인천광역시 서구 가정로 261번길 7 이보크,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이보크 01092901646
467,3892,케냐 AA TOP 오타야 칭가 퀸,67,"짙은 와인향, 농익은 과일의 맛 다크초콜릿의 묵직한 바디감, 달고나의 달달함  뜨거울 때는 와인향의 산미가, 식을수록 묵직한 바디감과 고소함이 좋은 원두입니다. 여러 커피 중 뭘 고를지 고민된다면 케냐 커피를 선택해 보세요.",싱글오리진,미디엄다크,,,5,3,5,3,1,니에리,커피,경기도 화성시 동탄지성로 306번길 68,제조일로부터 1년,주문 확인 후 제조,"500g,1kg","직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,운조커피 010-4535-8819
468,4057,아침 블랜드,7,묵직한 다크초콜릿의 단맛이 매력적인 커피입니다.,블렌드,다크,,,5,1,4,4,1,"과테말라, 인도, 에티오피아",커피,성덕정길 130,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,글루 01023160961
469,3150,다크 클로,55,"맛있는 강배전 커피! 카라멜, 로스티드 피칸, 조린 흑설탕, 약간 스모키, 긴여운, 단단하고 묵직한 바디",블렌드,다크,공정무역,,5,1,4,4,1,"브라질, 과테말라",커피,"제조원 앤써커피:경기도 일산서구 고양시 주엽동81 뉴서울프라자 3층, 매장 앤써커피 역삼:서울특별시 강남구 논현로 85길 5-12 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,앤써커피 010-4064-3852
470,3010,웡카 블렌드,56,견과류의 고소한 맛과 다크 초콜릿의 묵직한 단맛이 특징이며 향미가 풍부하고 여운이 길게 남는 커피,블렌드,다크,,,5,1,5,4,1,"에티오피아, 인도, 브라질",커피,경기도 구리시 아차산로 432번길 18 201호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,어나더룸 010-5134-1306
471,2993,블렌드 너티 퍼플,27,"대중적인 입맛에 맞지만 더욱 풍부한 향과 부드러움을 내는 블렌드입니다. 보리차와 같은 고소한 맛을 내며 콜롬비아의 감칠맛과 브라질의 단맛을 적절히 블렌드하여 균형감이 좋습니다. 풍부하고 부드러운 크레마는 보기만해도 입맛이 돕니다. 산미는 거의 없으며, 아메리카노나 라떼 베리에이션 등 고소함을 강조하고 싶을 때 사용하기에 좋습니다. 호불호 갈리지 않는 누구나 좋아할 수 있는 커피입니다.",블렌드,미디엄다크,,,4,1,4,3,1,"브라질, 콜롬비아, 인도",커피,"서울시 송파구 법원로 114, B동 106호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,리프커피 010-9955-1551
472,4458,케냐 뚱구리 AA,60,"가공소 / 뚱구리 Thunguri Washing Station 생산자 / 키비리기 커피 농부 협동조합 Kibirigwi Coffee Farmers Cooperative 지역 / 키린야가 Kirinyaga 재배고도 / 1,700 ~ 1,800m 품종 / SL28, SL34, Ruiru11 가공방식 / 워시드 Washed 로스팅 포인트 / 라이트 로스트 Light Roast 블랙커런트, 바닐라, 슈가",싱글오리진,라이트,,,3,4,4,1,1,키린야가,커피,서울특별시 마포구 마포대로 156 공덕푸르지오시티 1층 107호,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,영앤도터스 010-7449-0207
473,3038,피렌체,24,"루비아의 피렌체 클래식한 이탈리안 스타일의 미디엄 다크 커피 고소한 견과류와 곡물과 초콜릿의 비터 스위트를 가진 가장 커피스러운 커피 입니다. 풍성한 크레마와 60일 이상 긴 상미 기한이 특징이며, 10온즈부터 22온즈(대용량)까지 18g 2샷만으로도 충분한 농도가 나오는 진한 커피 입니다. 달콤한 빵과 제과, 음식과 잘 어울립니다. 특히 피렌체는 라떼로 정말 맛있습니다! 꼭 테스트 해보세요! *10oz-14oz까지는 싱글샷만으로도 충분히 진한 커피가 완성되기 때문에 한 번의 추출로 두 잔의 아메리카노를 제공할 수 있습니다.",블렌드,미디엄다크,,,5,1,3,4,1,"과테말라, 브라질,  우간다",커피,"루비아 / 경기 성남시 사기막골로 124, 비즈동 1412호 루비아",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,루비아 커피 / 010-2942-3069
474,1038,콜롬비아 디카페인 한국커피 셀렉션,108,"견과류의 고소함, 은은한 단맛과 크림처럼 부드러운 식감이 식을 때까지 유지돼요.",디카페인,미디엄다크,직접무역,,3,2,4,2,0,,볶은커피,"(주)한국커피, 경기도 오포읍 수레실길 144",제조일자로부터 1년,별도 표기,200g / 1kg,직사광선을 피하고 서늘하고 건조한 곳에 보관하십시오. 개봉 후 빨리 드시기 바랍니다.,원두커피 100%,코케 고객센터 070-4647-1868
475,3058,디카페인 과테말라 SHB 싱글오리진,105,"마운틴 워터 프로세스 방식으로 카페인은 제거되고 생두가 지니고 있던 본래의 향미와 풍미는 온전히 남아있는 디카페인 커피입니다. 고구마, 브라운슈가, 밀크초코렛의 향미를 느낄 수 있습니다.",디카페인,미디엄다크,,,3,3,3,3,0,과테말라,커피,경기도 부천시 중동로356번길 6 필리그리커피,제조일로부터 1년,별도 표시,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,필리그리커피 032-672-9127
476,4785,페루 엘 세드로 마르셀 워시드,0,아주 꺠끗한 느낌에 부담 없이 즐길 수 있는 고급스러운 맛이 좋은 커피. 아몬드/마카다미아 같은 고급스러운 단맛과 고소함을 가지고 있고 청사과의 산미가 어울어져 매력적인 커피입니다.,싱글오리진,라이트,,,3,4,4,1,1,카야마르카,커피,경기 성남시 분당구 문정로144번길 4,제조일로부터 1년,주문 확인 후 제조,200g / 500g,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,180커피로스터스 010-4510-8597
477,3005,꼬수운돌솥밥 블렌딩,68,"꼬수운 돌솥밥은 백박집에서 나오는 돌솥밥을 모티브로 제작되었습니다. 쌉싸름한 단맛이 지배적으로, 확실하게 꼬수운 느낌이 잘 맞는커피로 특이점으로는 한가지 브라질 생두를 2가지 로스팅 포인트로 볶은 후 블렌딩을 한 점입니다. 강배전한 브라질에선 진한 쓴맛과 단맛이 중강배전 브라질에선 견과류의 고소함이 폭발적으로 표현됩니다. 땅콩같은 고소함은 은은하며 돌솥밥을 먹을때 그릇에 붙어있는 누룽지를 먹는듯한 꼬수운 쌉싸름함이 지배적이며 꼬수운돌솥밥의 가장 좋은점은 산미의 발현력이 매우 낮은편이라보니 다양한 추출환경에서 자신의 캐릭터가 무너지지않고 선명하게 잡혀있으며 강도의 차이만 있을뿐이라 안정적으로 꾸준한 맛을 유지됩니다. 고소함은 커피에서 사람들이 가장 좋아하는 맛 중 하나로 단순한 고소함에 로스팅이 더해져 매력 가득한 고소함 끝판왕입니다.",블렌드,미디엄다크,,,4,1,5,5,1,브라질,커피,서울 동대문구 답십리로 80 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,원더월 커피 로스터스 010-8754-6467
478,71,Blend N.3,44,"밀크초코렛의 노트가 인상적인 밸런스 커피. 은은한 산미, 초코렛의 단맛, 좋은 밸런스까지 모든면에서 손색없는 블렌드 입니다.",블렌드,미디엄,,"['밀크 초콜릿', ' 오렌지', ' 좋은 밸런스']",3,3,3,2,1,"콜롬비아, 과테말라",원두,"스탠딩커피로스터스 (주), 서울시 용산구 이태원동 210-8번지",제조일로부터 3개월,별도 표기,200g / 1kg,직사광선 피하고 서늘한 곳,볶은원두 100%,코케 고객센터 070-4647-1868
479,4790,아시아 블랜드,71,"고소함의 대명사 베트남과 인도의 만남 가성비 좋으며, 사무실에서든 매장에서든 커피를 즐기실수 있습니다.",블렌드,다크,,,4,1,3,4,1,"인도, 베트남",커피,"인천 서구 가정로261번길 7 101~102호(석남동, 인천플러스)",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이보크 010-9290-1646
480,4332,호수 블렌드,13,"진하고, 고소하고 묵직한 맛의 호불호 없는 블렌드 산미를 배제한 대중적인 고객층에 제격",블렌드,다크,,,5,1,5,2,1,"브라질, 콜롬비아, 인도",커피,디그리,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,디그리 01031660563
481,3040,시에나,24,"루비아의 시에나(Sienna) Sienna는 황갈색의 천연염료의 색입니다. 치장되지 않은 가장 순수한 커피와도 같은 색을 지닌 시에나는 오직 스페셜티만을 사용하여, 고급스러운 풍미와 풍부한 단맛, 초콜릿의 스윗 & 비터니스와 함께 부드러운 텍스쳐를 가진 커피 입니다. 18g의 커피만을 사용하여, 16oz까지 충분한 농도와 풍미를 표현해 낼 수 있습니다.",블렌드,미디엄다크,,,5,1,5,2,1," 라 단타,    라 플라타,    세뇨르지또",커피,"루비아 / 경기 성남시 사기막골로 124, 비즈동 1412호 루비아",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,루비아 커피 / 010-2942-3069
482,3206,디카페인 콜롬비아,55,배전도 있는 디카페인 커피 입니다. 어느 시간에나 부담 없이 커피를 즐기세요.,디카페인,다크,공정무역,,4,1,4,4,1,카우카,커피,"제조원 앤써커피:경기도 일산서구 고양시 주엽동81 뉴서울프라자 3층, 매장 앤써커피 역삼:서울특별시 강남구 논현로 85길 5-12 1층",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,앤써커피 010-4064-3852
483,3065,오차드 블렌딩,70,"밸런스 좋은 커피를 만들기 위해 블렌딩한 원두입니다. 적당한 바디감과 단 맛, 약간의 산미와 향이 조화를 이루는원두로 고소하면서 단맛의 블렌딩을 원하시는 분들께 추천드립니다. (사용량에 따라 가격은 상이하니 연락 주시기 바랍니다.)",블렌드,미디엄다크,,,3,2,4,2,1,"콜롬비아, 과테말라, 인도, 브라질",커피,서울 서대문구 연희로 46-1,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,웨이즈커피 010-6434-8150
484,4605,코스타리카 따라주,78,코스타리카 따라주는 미디움다크 로스팅으로 오렌지 / 피넛 / 꿀 / 초콜렛 / 바닐라 / 얼그레이 등의 맛을 구현하였습니다. 특히 얼그레이 맛이 전체적으로 뛰어난 바디감을 느낄수 있습니다,싱글오리진,미디엄다크,공정무역,,3,2,3,3,1,타라수,커피,경기 고양시 일산동구 일산로372번길 30-5 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900
485,1470,케냐 AA 워시드,37,자몽과 라임 그리고 토마토의 향미가 조화롭게 어울려 상큼하고 부드러운 커피입니다. 밸런스가 좋으며 매우 깔끔합니다.,싱글오리진,라이트,,"['자몽', ' 라임', ' 토마토', ' 자두', ' 브라운 슈가']",3,4,4,1,1,케냐,원두커피,"브니엘컴퍼니, 서울시 양천구 가로공원로56길 27-1 1층 브니엘 커피 로스터스",제조일로부터 1년,상단에 표시,250g / 1kg,없음,케냐 100%,코케 고객센터 070-4647-1868
486,3525,핸디엄 밸런스 원두 스윗 5kg,109,- 주문 일자 기준 익일 로스팅 진행하여 출고 드립니다 5일 이상 디개싱 과정 진행 후 사용하시면 더욱 맛있게 드실 수 있습니다. - 10년 간의 데이터 분석을 통해 검증된 3가지 밸런스 포인트를 살린 블렌드 원두입니다. - 신선한 생두의 달콤한 맛에 집중하는 스윗 블렌드 - 케냐 원두 특유의 단맛이 인상적인 블렌드로 아이스 아메리카노에 최적이에요! - 쉬운 세팅법으로 유지하는 편차 없는 맛과 향,블렌드,미디엄다크,,,4,2,4,3,1,"케냐, 과테말라",커피,서울특별시 강남구 영동대로106길 37,제조일로부터 1년,주문 확인 후 제조,500g x 10ea,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관","커피원두 100% (케냐산 60%, 과테말라산 40%)",핸디엄 010-4194-8939
487,3898,세피아 블렌딩,66,신맛이 적고 달콤한 초콜릿의 향과 함께 묵직한 바디감이 특징입니다.,블렌드,미디엄다크,,,4,1,4,4,1,"브라질, 인도",커피,"올인커피 / 서울특별시 강서구 공항대로 212, A동 501호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,올인커피 010-7636-6916
488,4874,스트레토 블렌드,45,"묵직하고 부드러운 바디감, 입안 가득 느껴지는 은은한 단맛. 복합적인 향미가 단맛과 어우러져 고소하고 밸런스가 좋은 스트레토 대표 블렌드",블렌드,미디엄다크,,,4,2,4,2,1,"브라질, 과테말라, 케냐, 에티오피아",커피,"경기도 파주시 문산읍 사목로 69, 3동",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,스트레토 커피팩토리 01086790553
489,113,빈야도르 블렌드,49,"부드러운 촉감과 은은한 산미가 인상적인 블렌드입니다. 복합적인 과일향과 기분좋은 산미, 부드러운 단맛의 조화를 느껴보세요.",블렌드,라이트,,"['와이니', ' 오렌지', ' 라임', ' 달고 깨끗함']",2,4,4,1,1,"콜롬비아, 에티오피아",커피,"싸인포스트커피, 서울시 동작구 솔밭로 97-6",제조일로부터 6개월,제조일 별도 표기,200g / 1kg,해당없음,볶은 커피 100%,코케 고객센터 070-4647-1868
490,4665,댐 굳 블렌드,10,"놈코어의 댐굳 블렌드는 '정말 좋은 밀크 커피'를 위해 만들어진 다크 로스트 커피입니다. 이 커피는 다크 초콜릿, 바닐라, 건자두의 향미가 돋보이는 묵직함과 달콤함이 풍부한 커피입니다. 밀크 커피, 묵직한 아메리카노와 잘 어울립니다.",블렌드,다크,,,5,1,4,4,1,"브라질, 에티오피아, 인도",커피,"인천시 부평구 부평대로 337, 1031호",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,놈코어 커피 01049722312
491,3160,라까프 핀 블렌드,17,헤이즐넛의 향미와 카카오의 달콤 쌉싸름한 맛이 느껴지는 시럽같은 질감이 좋은 베트남 핀 커피용 블렌드입니다. 에스프레소로 드시면 더욱 훌륭한 질감을 느끼실 수 있습니다.,블렌드,다크,공정무역,,4,1,4,4,1,"푸꾸옥,  단,  허니 ",커피,서울특별시 광진구 면목로 5-1 1층 102호,제조일로부터 1년,제조일 전면 표기,250g / 1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,라까프 070-8098-2019 또는 Korea@lacaph.com 문의
492,4407,디카페인 스윗 블라썸 블렌드,15,달콤하고 향긋한 아로마가 온 몸을 휘감으며 행복한 단잠에 들 것 같은 디카페인 커피입니다.,디카페인,다크,,,4,3,4,3,0,"과테말라, 에티오피아",커피,"주식회사 디카커피랩, 고양시 일산동구 은마길79번길 42",제조일로부터 1년,별도표기,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관","커피원두(과테말라 70%, 에티오피아 30%)",코케 고객센터 070-4647-1868
493,3725,디카페인 원두 (브라질),71,고소함. 라떼랑 잘 어울립니다. 라떼 맛집으로!,디카페인,미디엄다크,,,4,1,4,4,0,브라질,커피,"인천 서구 가정로261번길 7 101~102호(석남동, 인천플러스)",제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,이보크 010-9290-1646
494,4602,디카페인 과테말라,78,"과케말라 디카페인의 경우 미디움다크 로스팅으로 너티,월넛,시트러스,아몬드 등의 맛을 구현하였습니다. 과테말라원두 특성답게 견과류와 고소함에 구현된 원두입니다.",디카페인,미디엄다크,공정무역,,3,3,3,2,0,다양한 지역,커피,경기 고양시 일산동구 일산로372번길 30-5 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,조바티커피 070-4203-6900
495,3565,아로마,90,와인과 건과일의 풍부 화사함이 담긴 블렌드,블렌드,라이트미디엄,,,2,4,2,1,1,"에티오피아, 브라질",커피,"서울특별시 강남구 학동로 107, 5층",제조일로부터 1년,주문 확인 후 제조,500g/1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,커피루소 02-2056-7619
496,4870,케냐 가탕가리리 AA,83,자몽과 청사과 같은 산미에 카라멜의 진한 단맛이 특징입니다.,싱글오리진,라이트,,,4,4,5,1,1,케냐,커피,서울특별시 관악구 조원로 2길 7 1층,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,카페플롬 010-4155-8282
497,3072,샹젤리제 블렌딩,70,"스페셜티 산미용 커피를 만들기 위해 블렌딩한 원두입니다. 열대 과일의 달콤함과 새콤함, 꽃향이 매력적인 원두로 달콤하고 상큼한 맛의 블렌딩을 원하시는 분들께 추천드립니다. (사용량에 따라 가격은 상이하니 연락 주시기 바랍니다.)",블렌드,라이트미디엄,,,2,4,5,2,1,"에티오피아, 콜롬비아, 브라질",커피,서울 서대문구 연희로46-1,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,웨이즈커피 010-6434-8150
498,1316,블렌드 슈퍼 노멀,103,묵직하되 그 묵직함이 과하지 않고 선명한 단맛을 지녔습니다. 다크한 초콜릿 맛과 미미한 산미가 좋은 밸런스를 느끼게 합니다. 데일리 커피로서 역할을 잘 해내리라 자부합니다.,블렌드,미디엄다크,,"['다크 초콜릿', ' 구운 아몬드', ' 오렌지', ' 흑설탕', ' 묵직함']",4,2,5,3,1,"콜롬비아, 인도, 브라질",커피,"서울특별시 서대문구 연희로 109, 2층 프로토콜",제조일로부터 1년,제조일 별도 표기(제품 뒷면),200g / 1kg,직사광선을 피하고 밀봉하여 건조하고 서늘한 곳에 보관,커피원두 100%,코케 고객센터 070-4647-1868
499,4877,구스토 블렌드,45,상큼한 과일의 기분 좋은 산미와 화려한 꽃향이 우아하게 느껴지는 뛰어난 풍미를 지닌 블렌드,블렌드,라이트미디엄,,,2,4,5,1,1,"에티오피아, 케냐",커피,경기도 파주시 문산읍 사목로 69번지 3동,제조일로부터 1년,주문 확인 후 제조,1kg,"직사광선을 피하고 온도, 습도가 낮으며 통풍이 잘 되는 곳에 밀폐 보관",커피원두 100%,스트레토 커피팩토리 01086790553
500,60,메이데이,42,"메이 데이(May Day)는 근로자의 노고를 위로하기 위한 휴일이라는 뜻으로 한 잔의 커피에 휴식 같은 존재가 되고자 만든 센터커피만의 특별한 시그니처 블렌드 입니다.  데일리 블렌드로 적합한 커피로 밸런스와 복합성에 중점을 둔 커피이며, 매일 마셔도 질리지 않는 커피로는 합리적인 가격의 블렌드 커피입니다.",블렌드,미디엄다크,,"['과일', ' 쥬시', ' 카라멜']",3,4,5,1,1,"에티오피아, 콜롬비아, 과테말라",커피,"(주)클라우드 핑크, 서울 성동구 서울숲2길 28-11",제조일로부터 1년,후면별도표기,210g / 500g,실온에서 직사광선을 피해 서늘한 곳에 보관하세요.,"커피 100%(과테말라 40%, 에티오피아 30%, 콜롬비아 30%)",코케 고객센터 070-4647-1868
